Feature,Precision_Clase_0,Recall_Clase_0,F1_Clase_0,Precision_Clase_1,Recall_Clase_1,F1_Clase_1,Accuracy,AUC_ROC
+1.5cd8+2.0cd4+2.0cd11b_gr1,0.359233333,0.1525,0.201238095,0.365547619,0.808666667,0.495288889,0.406095238,0.480583333
+2.0cd8+2.5cd4+2.5cd11b_gr1,0.359233333,0.1525,0.201238095,0.365547619,0.808666667,0.495288889,0.406095238,0.480583333
+2.5cd8+4.0cd4+3.5cd11b_gr1,0.375333333,0.154166667,0.205271429,0.363914286,0.807,0.494011111,0.406142857,0.480583333
+3.0cd8+4.0cd4+4.0cd11b_gr1,0.359233333,0.1525,0.201238095,0.365547619,0.808666667,0.495288889,0.406095238,0.480583333
+3.0cd8+4.5cd4+4.0cd11b_gr1,0.375333333,0.154166667,0.205271429,0.363914286,0.807,0.494011111,0.406142857,0.480583333
+3.5cd8+4.5cd4+4.5cd11b_gr1,0.359233333,0.1525,0.201238095,0.365547619,0.808666667,0.495288889,0.406095238,0.480583333
+4.0cd8+5.0cd4+5.0cd11b_gr1,0.359233333,0.1525,0.201238095,0.365547619,0.808666667,0.495288889,0.406095238,0.480583333
+4.0cd8+5.5cd4+5.5cd11b_gr1,0.359233333,0.1525,0.201238095,0.365547619,0.808666667,0.495288889,0.406095238,0.480583333
-2.5cd8+3.5cd4-1.0cd11b_gr1,0.474642857,0.313166667,0.34144026,0.344085714,0.648,0.428547619,0.444761905,0.480583333
+3.5cd8-3.5cd4+1.5cd11b_gr1,0.471690476,0.357833333,0.361755844,0.297428571,0.603333333,0.383971429,0.453238095,0.480583333
+3.0cd8-5.5cd4-5.0cd11b_gr1,0.377333333,0.1695,0.219980952,0.367838095,0.791333333,0.493407937,0.408904762,0.480416667
+4.5cd8-5.5cd4+2.0cd11b_gr1,0.462342857,0.3015,0.326187879,0.326042857,0.659333333,0.419452381,0.440952381,0.480416667
-2.0cd8+4.5cd4+2.0cd11b_gr1,0.296266667,0.112833333,0.150847619,0.353785714,0.848,0.494088889,0.397904762,0.480416667
+4.0cd8-5.0cd4+0.5cd11b_gr1,0.514361905,0.558,0.518135065,0.3622,0.402666667,0.3497,0.501619048,0.480333333
-5.0cd8-6.0cd4-5.0cd11b_gr1,0.369766667,0.151666667,0.201511111,0.362566667,0.809,0.492847619,0.405095238,0.480333333
-2.5cd8-3.0cd4-2.5cd11b_gr1,0.369766667,0.151666667,0.201511111,0.362566667,0.809,0.492847619,0.405095238,0.480333333
-4.0cd8-4.0cd4-6.0cd11b_gr1,0.3997,0.193166667,0.243503175,0.369209524,0.767333333,0.486793651,0.414142857,0.48025
-3.5cd8-3.5cd4-5.5cd11b_gr1,0.3997,0.193166667,0.243503175,0.369209524,0.767333333,0.486793651,0.414142857,0.48025
-3.5cd8-3.5cd4-5.0cd11b_gr1,0.3997,0.193166667,0.243503175,0.369209524,0.767333333,0.486793651,0.414142857,0.48025
-3.0cd8-3.0cd4-4.5cd11b_gr1,0.3997,0.193166667,0.243503175,0.369209524,0.767333333,0.486793651,0.414142857,0.48025
-2.5cd8-2.5cd4-4.0cd11b_gr1,0.3997,0.193166667,0.243503175,0.369209524,0.767333333,0.486793651,0.414142857,0.48025
-2.0cd8-2.0cd4-3.0cd11b_gr1,0.3997,0.193166667,0.243503175,0.369209524,0.767333333,0.486793651,0.414142857,0.48025
-1.0cd8-1.0cd4-1.5cd11b_gr1,0.3997,0.193166667,0.243503175,0.369209524,0.767333333,0.486793651,0.414142857,0.48025
+4.5cd8-5.0cd4-1.0cd11b_gr1,0.549219048,0.542666667,0.530609091,0.361733333,0.417666667,0.364750794,0.496857143,0.480166667
+0.5cd8-3.5cd4-4.5cd11b_gr1,0.4389,0.237666667,0.289185714,0.36722381,0.722666667,0.47515873,0.425142857,0.480166667
+3.0cd8-4.5cd4+2.0cd11b_gr1,0.510185714,0.582333333,0.518323521,0.309361905,0.378,0.3022,0.505285714,0.480166667
+3.5cd8-5.5cd4-5.5cd11b_gr1,0.384333333,0.177,0.227204762,0.366147619,0.783333333,0.48985873,0.410380952,0.480166667
+3.5cd8-3.0cd4-0.5cd11b_gr1,0.556419048,0.566,0.545724964,0.347933333,0.394333333,0.34778254,0.500666667,0.480166667
-6.0cd8+4.0cd4+0.5cd11b_gr1,0.582719048,0.6405,0.591033766,0.2995,0.319666667,0.289585714,0.515238095,0.480083333
+2.0cd8-3.5cd4+0.5cd11b_gr1,0.471928571,0.3615,0.38057316,0.357357143,0.598666667,0.421498413,0.454714286,0.480083333
+2.5cd8-4.0cd4+1.5cd11b_gr1,0.515709524,0.460333333,0.455215729,0.326571429,0.499666667,0.369584127,0.476238095,0.48
+3.5cd8-6.0cd4-5.5cd11b_gr1,0.377333333,0.1695,0.219980952,0.367438095,0.790333333,0.492836508,0.408571429,0.479916667
-6.0cd8-2.0cd4-4.0cd11b_gr1,0.364866667,0.185333333,0.226485714,0.353728571,0.774333333,0.476826984,0.413333333,0.479833333
-4.5cd8-1.5cd4-3.0cd11b_gr1,0.364866667,0.185333333,0.226485714,0.353728571,0.774333333,0.476826984,0.413333333,0.479833333
-4.5cd8-1.0cd4-2.0cd11b_gr1,0.382766667,0.189333333,0.227093651,0.332,0.770333333,0.458233333,0.414761905,0.479833333
-3.5cd8+5.0cd4-1.5cd11b_gr1,0.4518,0.258666667,0.300260317,0.34782381,0.701,0.450590476,0.430714286,0.479833333
-3.0cd8-1.0cd4-2.0cd11b_gr1,0.364866667,0.185333333,0.226485714,0.353728571,0.774333333,0.476826984,0.413333333,0.479833333
-1.5cd8-0.5cd4-1.0cd11b_gr1,0.364866667,0.185333333,0.226485714,0.353728571,0.774333333,0.476826984,0.413333333,0.479833333
+2.5cd8-6.0cd4+1.5cd11b_gr1,0.486219048,0.398333333,0.409623377,0.360533333,0.561333333,0.409760317,0.461714286,0.479833333
+2.5cd8-5.0cd4-5.5cd11b_gr1,0.405266667,0.199333333,0.250661905,0.364571429,0.760333333,0.483361905,0.415952381,0.479833333
+3.0cd8-5.5cd4-6.0cd11b_gr1,0.405266667,0.199333333,0.250661905,0.364571429,0.760333333,0.483361905,0.415952381,0.479833333
-3.0cd8+5.0cd4-1.0cd11b_gr1,0.465042857,0.299,0.33155772,0.345352381,0.660333333,0.435053968,0.441142857,0.479666667
-2.5cd8+3.0cd4-1.0cd11b_gr1,0.456809524,0.295333333,0.320462482,0.32597619,0.664,0.421133333,0.438380952,0.479666667
-1.5cd8-3.5cd4-2.5cd11b_gr1,0.373333333,0.142333333,0.195280952,0.365461905,0.817,0.498542857,0.403952381,0.479666667
-1.5cd8+2.5cd4-0.5cd11b_gr1,0.465042857,0.299,0.33155772,0.345352381,0.660333333,0.435053968,0.441142857,0.479666667
-3.0cd8+4.5cd4-2.0cd11b_gr1,0.509719048,0.578333333,0.515923521,0.308061905,0.381,0.303247619,0.503619048,0.479666667
+0.5cd8+1.5cd4+1.0cd11b_gr1,0.3813,0.144,0.198014286,0.363361905,0.815333333,0.496426984,0.404761905,0.479666667
+1.0cd8+3.0cd4+2.0cd11b_gr1,0.3813,0.144,0.198014286,0.363361905,0.815333333,0.496426984,0.404761905,0.479666667
+1.5cd8+4.5cd4+3.0cd11b_gr1,0.3813,0.144,0.198014286,0.363361905,0.815333333,0.496426984,0.404761905,0.479666667
+2.5cd8+3.0cd4+2.5cd11b_gr1,0.368166667,0.153666667,0.202644444,0.361828571,0.805666667,0.491230159,0.405,0.479666667
+3.5cd8-5.5cd4-0.5cd11b_gr1,0.50252381,0.450333333,0.451890765,0.362690476,0.509,0.395738095,0.474857143,0.479666667
+2.0cd8-5.5cd4-6.0cd11b_gr1,0.404933333,0.198833333,0.250233333,0.364571429,0.760333333,0.483361905,0.415619048,0.479583333
+2.0cd8-5.0cd4-5.5cd11b_gr1,0.404933333,0.198833333,0.250233333,0.364571429,0.760333333,0.483361905,0.415619048,0.479583333
+2.0cd8-4.5cd4-5.0cd11b_gr1,0.404933333,0.198833333,0.250233333,0.364571429,0.760333333,0.483361905,0.415619048,0.479583333
+2.5cd8-5.5cd4-6.0cd11b_gr1,0.404933333,0.198833333,0.250233333,0.364571429,0.760333333,0.483361905,0.415619048,0.479583333
-6.0cd8-3.5cd4-2.5cd11b_gr1,0.261966667,0.109833333,0.143480952,0.359747619,0.849,0.498674603,0.393380952,0.479416667
-3.0cd8+5.5cd4+5.0cd11b_gr1,0.376,0.168166667,0.218647619,0.367004762,0.790666667,0.492646032,0.407904762,0.479416667
-3.5cd8-4.0cd4-6.0cd11b_gr1,0.398866667,0.1915,0.242136508,0.368342857,0.767333333,0.486269841,0.413238095,0.479416667
-2.5cd8-2.5cd4-3.5cd11b_gr1,0.398866667,0.1915,0.242136508,0.368342857,0.767333333,0.486269841,0.413238095,0.479416667
-4.5cd8-4.0cd4-4.5cd11b_gr1,0.348833333,0.146333333,0.194692063,0.363790476,0.812333333,0.494796825,0.402761905,0.479333333
-1.5cd8-3.5cd4-4.5cd11b_gr1,0.408533333,0.216666667,0.267266667,0.371071429,0.742,0.482680952,0.419761905,0.479333333
-6.0cd8+4.5cd4-2.5cd11b_gr1,0.450542857,0.314,0.322696681,0.290790476,0.644666667,0.393538095,0.440952381,0.479333333
+1.5cd8+3.5cd4+4.5cd11b_gr1,0.407533333,0.216,0.266466667,0.371014286,0.742333333,0.482671429,0.419333333,0.479166667
-3.5cd8+5.5cd4+5.5cd11b_gr1,0.383,0.175666667,0.225871429,0.365314286,0.782666667,0.489096825,0.409380952,0.479166667
-3.0cd8+5.0cd4+5.0cd11b_gr1,0.396333333,0.181,0.233690476,0.365061905,0.777333333,0.488007937,0.411047619,0.479166667
-2.5cd8+4.0cd4+4.0cd11b_gr1,0.396333333,0.181,0.233690476,0.365061905,0.777333333,0.488007937,0.411047619,0.479166667
-1.5cd8+2.5cd4+2.5cd11b_gr1,0.396333333,0.181,0.233690476,0.365061905,0.777333333,0.488007937,0.411047619,0.479166667
-2.5cd8+4.0cd4-0.5cd11b_gr1,0.468604762,0.360166667,0.377738817,0.359166667,0.598,0.421446032,0.452952381,0.479083333
+2.0cd8-4.5cd4-5.5cd11b_gr1,0.432433333,0.231166667,0.281012698,0.35992381,0.727,0.470615873,0.423095238,0.479083333
+2.5cd8-5.0cd4-6.0cd11b_gr1,0.432433333,0.231166667,0.281012698,0.35992381,0.727,0.470615873,0.423095238,0.479083333
+2.5cd8-4.5cd4-5.5cd11b_gr1,0.432433333,0.231166667,0.281012698,0.35992381,0.727,0.470615873,0.423095238,0.479083333
-4.5cd8-4.0cd4-6.0cd11b_gr1,0.3917,0.181833333,0.232760317,0.366590476,0.776,0.487965079,0.410904762,0.478916667
-4.0cd8-3.5cd4-5.5cd11b_gr1,0.3917,0.181833333,0.232760317,0.366590476,0.776,0.487965079,0.410904762,0.478916667
-0.5cd8-4.0cd4-5.0cd11b_gr1,0.426233333,0.231833333,0.281404762,0.368780952,0.726,0.476325397,0.423,0.478916667
+2.5cd8+0.5cd4+3.5cd11b_gr1,0.3802,0.211166667,0.252203175,0.356957143,0.746666667,0.470957143,0.418190476,0.478916667
+3.0cd8+0.5cd4+4.5cd11b_gr1,0.3802,0.211166667,0.252203175,0.356957143,0.746666667,0.470957143,0.418190476,0.478916667
+3.5cd8+0.5cd4+5.5cd11b_gr1,0.3802,0.211166667,0.252203175,0.356957143,0.746666667,0.470957143,0.418190476,0.478916667
+5.0cd8-0.5cd4+2.0cd11b_gr1,0.3024,0.122833333,0.159380952,0.347271429,0.835,0.485301587,0.396333333,0.478916667
+5.5cd8+1.5cd4+2.5cd11b_gr1,0.380033333,0.212833333,0.246798413,0.333619048,0.745,0.452590476,0.418619048,0.478916667
-6.0cd8+5.0cd4-4.5cd11b_gr1,0.495571429,0.625333333,0.531035065,0.253490476,0.332333333,0.251587302,0.513619048,0.478833333
+2.5cd8-4.5cd4+1.5cd11b_gr1,0.511042857,0.464333333,0.45720303,0.324980952,0.493333333,0.36694127,0.476190476,0.478833333
+0.5cd8-1.5cd4-1.5cd11b_gr1,0.3919,0.187,0.237038095,0.362919048,0.770666667,0.484644444,0.412952381,0.478833333
+1.0cd8-3.0cd4-3.0cd11b_gr1,0.3919,0.187,0.237038095,0.362919048,0.770666667,0.484644444,0.412952381,0.478833333
+1.5cd8-4.5cd4-4.5cd11b_gr1,0.3919,0.187,0.237038095,0.362919048,0.770666667,0.484644444,0.412952381,0.478833333
+1.5cd8-4.0cd4-4.0cd11b_gr1,0.3919,0.187,0.237038095,0.362919048,0.770666667,0.484644444,0.412952381,0.478833333
+2.0cd8-6.0cd4-6.0cd11b_gr1,0.3919,0.187,0.237038095,0.362919048,0.770666667,0.484644444,0.412952381,0.478833333
+2.0cd8-5.5cd4-5.5cd11b_gr1,0.3919,0.187,0.237038095,0.362919048,0.770666667,0.484644444,0.412952381,0.478833333
+4.0cd8-5.5cd4+4.0cd11b_gr1,0.516609524,0.636666667,0.550765079,0.281042857,0.321,0.265534921,0.516047619,0.478833333
-4.5cd8-1.0cd4-6.0cd11b_gr1,0.3792,0.210666667,0.251536508,0.356857143,0.746666667,0.470861905,0.417857143,0.478666667
-3.5cd8-0.5cd4-5.5cd11b_gr1,0.3792,0.210666667,0.251536508,0.356857143,0.746666667,0.470861905,0.417857143,0.478666667
-3.5cd8+5.5cd4-4.0cd11b_gr1,0.514847619,0.617,0.542790332,0.291342857,0.340333333,0.28175873,0.512666667,0.478666667
-3.0cd8-0.5cd4-4.5cd11b_gr1,0.3792,0.210666667,0.251536508,0.356857143,0.746666667,0.470861905,0.417857143,0.478666667
-2.5cd8-0.5cd4-3.5cd11b_gr1,0.3792,0.210666667,0.251536508,0.356857143,0.746666667,0.470861905,0.417857143,0.478666667
+0.5cd8-4.5cd4-5.0cd11b_gr1,0.4056,0.199,0.250666667,0.363771429,0.758333333,0.482168254,0.414095238,0.478666667
+0.5cd8-4.0cd4-4.5cd11b_gr1,0.4056,0.199,0.250666667,0.363771429,0.758333333,0.482168254,0.414095238,0.478666667
-3.0cd8+4.0cd4-1.0cd11b_gr1,0.468509524,0.3115,0.339925974,0.344495238,0.645666667,0.428147619,0.442857143,0.478583333
-1.5cd8+2.0cd4-0.5cd11b_gr1,0.468509524,0.3115,0.339925974,0.344495238,0.645666667,0.428147619,0.442857143,0.478583333
-0.5cd8-4.5cd4-5.5cd11b_gr1,0.426033333,0.231833333,0.281261905,0.367780952,0.725333333,0.475525397,0.422666667,0.478583333
+3.5cd8-4.5cd4+0.5cd11b_gr1,0.515628571,0.5575,0.518579509,0.361533333,0.399666667,0.348461905,0.500333333,0.478583333
-3.0cd8+4.0cd4+5.5cd11b_gr1,0.474566667,0.2805,0.329701587,0.360104762,0.676666667,0.456666667,0.434190476,0.478583333
-4.0cd8-2.0cd4-1.5cd11b_gr1,0.432933333,0.204833333,0.254066667,0.345095238,0.752,0.465833333,0.416380952,0.478416667
+5.5cd8-6.0cd4+0.5cd11b_gr1,0.516971429,0.542333333,0.508327706,0.3664,0.414333333,0.354625397,0.494809524,0.478333333
-4.0cd8+2.5cd4+1.5cd11b_gr1,0.583547619,0.59,0.540990332,0.2465,0.366666667,0.277230159,0.505095238,0.478333333
-2.5cd8+3.5cd4+5.0cd11b_gr1,0.474233333,0.28,0.329273016,0.359938095,0.676666667,0.456571429,0.433904762,0.478333333
-2.5cd8+5.5cd4+5.5cd11b_gr1,0.3944,0.187333333,0.23782381,0.362161905,0.769333333,0.483809524,0.412761905,0.478333333
-2.0cd8+4.5cd4+4.5cd11b_gr1,0.3944,0.187333333,0.23782381,0.362161905,0.769333333,0.483809524,0.412761905,0.478333333
-1.5cd8+3.5cd4+3.5cd11b_gr1,0.3944,0.187333333,0.23782381,0.362161905,0.769333333,0.483809524,0.412761905,0.478333333
-4.0cd8+5.0cd4-0.5cd11b_gr1,0.513742857,0.553666667,0.515045887,0.3611,0.402666667,0.348769841,0.498761905,0.478166667
-2.5cd8+5.0cd4+5.5cd11b_gr1,0.4016,0.196,0.247195238,0.363304762,0.760333333,0.482552381,0.414285714,0.478166667
-6.0cd8-5.5cd4-6.0cd11b_gr1,0.3473,0.1475,0.195314286,0.362657143,0.808666667,0.492939683,0.402142857,0.478083333
-5.5cd8-5.0cd4-5.5cd11b_gr1,0.3473,0.1475,0.195314286,0.362657143,0.808666667,0.492939683,0.402142857,0.478083333
-5.0cd8-4.5cd4-5.0cd11b_gr1,0.3473,0.1475,0.195314286,0.362657143,0.808666667,0.492939683,0.402142857,0.478083333
-3.5cd8+3.5cd4-1.0cd11b_gr1,0.441195238,0.353833333,0.358168398,0.341061905,0.602333333,0.407560317,0.452904762,0.478083333
-0.5cd8+5.5cd4+3.5cd11b_gr1,0.353533333,0.1215,0.173528571,0.3648,0.834666667,0.502450794,0.398380952,0.478083333
-4.5cd8-1.5cd4-5.0cd11b_gr1,0.3876,0.209833333,0.252488889,0.356709524,0.746333333,0.470971429,0.41747619,0.478083333
-1.0cd8-3.5cd4-4.5cd11b_gr1,0.4087,0.215833333,0.266757143,0.369904762,0.74,0.481347619,0.41847619,0.477916667
+4.5cd8-5.5cd4+1.0cd11b_gr1,0.448371429,0.3625,0.369303896,0.351904762,0.593333333,0.413134921,0.455238095,0.477916667
-4.0cd8-4.0cd4-5.5cd11b_gr1,0.397866667,0.1915,0.241812698,0.366909524,0.764333333,0.484269841,0.411952381,0.477916667
-3.5cd8-3.0cd4-5.0cd11b_gr1,0.390366667,0.181833333,0.232531746,0.365790476,0.774,0.486822222,0.410238095,0.477916667
-2.0cd8+4.5cd4+5.0cd11b_gr1,0.401266667,0.1955,0.246766667,0.363304762,0.760333333,0.482552381,0.413952381,0.477916667
-2.0cd8+5.0cd4+5.5cd11b_gr1,0.401266667,0.1955,0.246766667,0.363304762,0.760333333,0.482552381,0.413952381,0.477916667
+2.5cd8-3.0cd4+2.5cd11b_gr1,0.515314286,0.6285,0.547047475,0.280019048,0.327333333,0.26935873,0.514952381,0.477916667
+4.5cd8-4.0cd4+3.5cd11b_gr1,0.523919048,0.663166667,0.562427561,0.241157143,0.292666667,0.233406349,0.527047619,0.477916667
+5.0cd8-6.0cd4+5.0cd11b_gr1,0.515314286,0.6285,0.547047475,0.280019048,0.327333333,0.26935873,0.514952381,0.477916667
+5.0cd8-4.5cd4+4.0cd11b_gr1,0.523919048,0.663166667,0.562427561,0.241157143,0.292666667,0.233406349,0.527047619,0.477916667
-3.0cd8+5.5cd4-2.0cd11b_gr1,0.501042857,0.458,0.449960173,0.325580952,0.497666667,0.368093651,0.47352381,0.477833333
+1.0cd8-2.0cd4-2.5cd11b_gr1,0.425433333,0.228666667,0.277412698,0.35932381,0.727,0.470028571,0.42147619,0.477833333
+2.0cd8-4.0cd4-5.0cd11b_gr1,0.425433333,0.228666667,0.277412698,0.35932381,0.727,0.470028571,0.42147619,0.477833333
-1.0cd8+3.5cd4+0.5cd11b_gr1,0.4607,0.312666667,0.343428571,0.355285714,0.642666667,0.435520635,0.443619048,0.477666667
+1.0cd8-3.5cd4-4.0cd11b_gr1,0.4041,0.201,0.25177619,0.362271429,0.754333333,0.479980952,0.414666667,0.477666667
+1.0cd8-3.0cd4-3.5cd11b_gr1,0.4041,0.201,0.25177619,0.362271429,0.754333333,0.479980952,0.414666667,0.477666667
+1.5cd8-4.5cd4-5.0cd11b_gr1,0.4036,0.200333333,0.251204762,0.362771429,0.755,0.480552381,0.414666667,0.477666667
+3.5cd8-4.0cd4+3.0cd11b_gr1,0.506914286,0.647333333,0.549755411,0.261328571,0.308,0.249668254,0.522428571,0.477666667
-3.5cd8+5.5cd4+0.5cd11b_gr1,0.492133333,0.438833333,0.441078644,0.356933333,0.516333333,0.394855556,0.46947619,0.477583333
+1.5cd8+0.5cd4+1.0cd11b_gr1,0.3622,0.183166667,0.22452381,0.352485714,0.772,0.475830159,0.412428571,0.477583333
+3.0cd8+1.0cd4+2.0cd11b_gr1,0.3622,0.183166667,0.22452381,0.352485714,0.772,0.475830159,0.412428571,0.477583333
+4.5cd8+1.5cd4+3.0cd11b_gr1,0.3622,0.183166667,0.22452381,0.352485714,0.772,0.475830159,0.412428571,0.477583333
-1.5cd8+3.5cd4+0.5cd11b_gr1,0.456066667,0.363166667,0.379490476,0.364557143,0.592,0.424398413,0.455714286,0.477583333
+2.5cd8-4.0cd4+0.5cd11b_gr1,0.464471429,0.360166667,0.376443579,0.356690476,0.595,0.418974603,0.452333333,0.477583333
+4.5cd8+4.0cd4+4.5cd11b_gr1,0.354633333,0.151166667,0.19955873,0.360428571,0.803666667,0.490111111,0.402047619,0.477416667
-4.5cd8-1.5cd4-6.0cd11b_gr1,0.395066667,0.218833333,0.261561905,0.354561905,0.736,0.466647619,0.418619048,0.477416667
-3.0cd8-1.0cd4-4.0cd11b_gr1,0.395066667,0.218833333,0.261561905,0.354561905,0.736,0.466647619,0.418619048,0.477416667
-2.0cd8+3.0cd4+4.5cd11b_gr1,0.501033333,0.3295,0.371888889,0.356914286,0.625333333,0.439033333,0.444047619,0.477416667
-1.5cd8-0.5cd4-2.0cd11b_gr1,0.395066667,0.218833333,0.261561905,0.354561905,0.736,0.466647619,0.418619048,0.477416667
-0.5cd8+3.5cd4+4.5cd11b_gr1,0.435566667,0.234166667,0.285757143,0.364957143,0.720666667,0.47315873,0.422809524,0.477416667
-1.5cd8-5.0cd4-6.0cd11b_gr1,0.408533333,0.217333333,0.267933333,0.369871429,0.737333333,0.480633333,0.41847619,0.477333333
-1.5cd8-4.5cd4-5.5cd11b_gr1,0.408533333,0.217333333,0.267933333,0.369871429,0.737333333,0.480633333,0.41847619,0.477333333
+1.5cd8-5.0cd4-5.5cd11b_gr1,0.4036,0.200333333,0.251204762,0.362271429,0.754333333,0.479980952,0.414333333,0.477333333
+3.5cd8-6.0cd4+1.0cd11b_gr1,0.471595238,0.362666667,0.381523954,0.35312381,0.592,0.417412698,0.452142857,0.477333333
+1.5cd8+4.5cd4+5.5cd11b_gr1,0.407533333,0.216666667,0.267133333,0.369814286,0.737666667,0.48062381,0.418047619,0.477166667
+3.5cd8-6.0cd4+2.5cd11b_gr1,0.509757143,0.568333333,0.511286869,0.312547619,0.386,0.307520635,0.499285714,0.477166667
-3.5cd8-1.0cd4-5.0cd11b_gr1,0.393066667,0.218333333,0.260761905,0.354428571,0.736,0.466504762,0.418285714,0.477166667
-3.5cd8+3.0cd4+0.5cd11b_gr1,0.555985714,0.567,0.546034488,0.343466667,0.387333333,0.342439683,0.499,0.477166667
-2.0cd8+5.5cd4+5.5cd11b_gr1,0.388233333,0.183666667,0.233571429,0.361652381,0.770666667,0.483834921,0.411285714,0.477166667
-1.5cd8+4.0cd4+4.0cd11b_gr1,0.388233333,0.183666667,0.233571429,0.361652381,0.770666667,0.483834921,0.411285714,0.477166667
-1.5cd8+4.5cd4+4.5cd11b_gr1,0.388233333,0.183666667,0.233571429,0.361652381,0.770666667,0.483834921,0.411285714,0.477166667
-1.0cd8+3.0cd4+3.0cd11b_gr1,0.388233333,0.183666667,0.233571429,0.361652381,0.770666667,0.483834921,0.411285714,0.477166667
-0.5cd8+1.5cd4+1.5cd11b_gr1,0.388233333,0.183666667,0.233571429,0.361652381,0.770666667,0.483834921,0.411285714,0.477166667
+1.5cd8+0.5cd4+2.0cd11b_gr1,0.395733333,0.219333333,0.262133333,0.354161905,0.735,0.46607619,0.418619048,0.477166667
+2.5cd8-4.5cd4+1.0cd11b_gr1,0.470009524,0.309666667,0.339086291,0.344680952,0.644666667,0.428374603,0.441285714,0.477166667
+3.0cd8+1.0cd4+4.0cd11b_gr1,0.395733333,0.219333333,0.262133333,0.354161905,0.735,0.46607619,0.418619048,0.477166667
-2.5cd8+3.0cd4-2.5cd11b_gr1,0.515314286,0.6295,0.547923665,0.277485714,0.324666667,0.26735873,0.514095238,0.477083333
+3.0cd8-4.5cd4+1.0cd11b_gr1,0.467542857,0.312166667,0.340645022,0.344719048,0.642,0.427266667,0.442190476,0.477083333
-5.0cd8-1.5cd4-3.0cd11b_gr1,0.364833333,0.181166667,0.222657143,0.350395238,0.773,0.473604762,0.411,0.477083333
-2.5cd8+4.5cd4+5.5cd11b_gr1,0.428433333,0.227166667,0.277012698,0.35832381,0.727,0.469615873,0.421095238,0.477083333
-2.0cd8+4.5cd4+5.5cd11b_gr1,0.428433333,0.227166667,0.277012698,0.35832381,0.727,0.469615873,0.421095238,0.477083333
-5.0cd8+4.5cd4-4.0cd11b_gr1,0.486985714,0.609166667,0.518859307,0.25682381,0.344666667,0.258539683,0.508380952,0.476916667
-4.5cd8+4.0cd4-3.5cd11b_gr1,0.486985714,0.609166667,0.518859307,0.25682381,0.344666667,0.258539683,0.508380952,0.476916667
+0.5cd8+4.5cd4+5.5cd11b_gr1,0.422366667,0.2285,0.277795238,0.366514286,0.725333333,0.474715873,0.421,0.476916667
+3.5cd8+1.0cd4+5.0cd11b_gr1,0.393733333,0.218833333,0.261333333,0.354028571,0.735,0.465933333,0.418285714,0.476916667
+5.0cd8+2.0cd4+3.5cd11b_gr1,0.3428,0.1755,0.214571429,0.351480952,0.778333333,0.476101587,0.409761905,0.476916667
-5.5cd8+4.5cd4-1.0cd11b_gr1,0.53697619,0.63,0.567458586,0.341333333,0.323666667,0.304992063,0.516380952,0.476833333
+1.0cd8+2.5cd4+3.0cd11b_gr1,0.406533333,0.216,0.266333333,0.369614286,0.737666667,0.480480952,0.417714286,0.476833333
+1.5cd8+4.0cd4+5.0cd11b_gr1,0.406533333,0.216,0.266333333,0.369614286,0.737666667,0.480480952,0.417714286,0.476833333
+1.5cd8+2.0cd4+2.5cd11b_gr1,0.376533333,0.182666667,0.231061905,0.366728571,0.771,0.486328571,0.409666667,0.476833333
+2.5cd8+3.5cd4+4.5cd11b_gr1,0.376533333,0.182666667,0.231061905,0.366728571,0.771,0.486328571,0.409666667,0.476833333
+3.0cd8+4.0cd4+5.0cd11b_gr1,0.376533333,0.182666667,0.231061905,0.366728571,0.771,0.486328571,0.409666667,0.476833333
+3.5cd8+0.5cd4+4.0cd11b_gr1,0.3621,0.197666667,0.236842857,0.353638095,0.756,0.470720635,0.413047619,0.476833333
+3.5cd8+4.5cd4+5.5cd11b_gr1,0.376533333,0.182666667,0.231061905,0.366728571,0.771,0.486328571,0.409666667,0.476833333
+4.5cd8+1.5cd4+5.0cd11b_gr1,0.386933333,0.210333333,0.252831746,0.355509524,0.743333333,0.469257143,0.416809524,0.476833333
+1.5cd8-2.5cd4-3.0cd11b_gr1,0.4196,0.2275,0.275074603,0.358990476,0.725666667,0.468711111,0.419619048,0.476583333
+1.5cd8-2.5cd4-2.0cd11b_gr1,0.3268,0.1435,0.187666667,0.368080952,0.809666667,0.497314286,0.400285714,0.476583333
+2.5cd8-4.0cd4-4.5cd11b_gr1,0.4196,0.2275,0.275074603,0.358990476,0.725666667,0.468711111,0.419619048,0.476583333
+3.0cd8-5.0cd4-6.0cd11b_gr1,0.4196,0.2275,0.275074603,0.358990476,0.725666667,0.468711111,0.419619048,0.476583333
+3.0cd8-5.0cd4-4.0cd11b_gr1,0.3268,0.1435,0.187666667,0.368080952,0.809666667,0.497314286,0.400285714,0.476583333
-3.0cd8-3.5cd4-5.0cd11b_gr1,0.3857,0.183833333,0.233269841,0.3664,0.769333333,0.485403175,0.409333333,0.476583333
+3.0cd8-3.0cd4+2.5cd11b_gr1,0.509542857,0.660166667,0.556553968,0.244995238,0.292666667,0.233696825,0.525095238,0.476416667
-4.5cd8-1.5cd4-5.5cd11b_gr1,0.390733333,0.216833333,0.258952381,0.354028571,0.736,0.466171429,0.417333333,0.476416667
-1.5cd8-4.0cd4-4.5cd11b_gr1,0.408533333,0.217333333,0.267933333,0.368871429,0.735333333,0.4793,0.41747619,0.476333333
