Feature,Precision_Clase_0,Recall_Clase_0,F1_Clase_0,Precision_Clase_1,Recall_Clase_1,F1_Clase_1,Accuracy,AUC_ROC
-1.5cd8-3.5cd4-4.0cd11b_gr1,0.408533333,0.217333333,0.267933333,0.368871429,0.735333333,0.4793,0.41747619,0.476333333
-1.0cd8-4.0cd4-5.0cd11b_gr1,0.408533333,0.217333333,0.267933333,0.369204762,0.735333333,0.479633333,0.417809524,0.476333333
-1.0cd8-3.0cd4-3.5cd11b_gr1,0.408533333,0.217333333,0.267933333,0.368871429,0.735333333,0.4793,0.41747619,0.476333333
-0.5cd8-3.5cd4-4.0cd11b_gr1,0.408866667,0.226,0.273942857,0.368004762,0.726666667,0.475734921,0.419428571,0.476333333
-0.5cd8-3.0cd4-3.5cd11b_gr1,0.408866667,0.226,0.273942857,0.368004762,0.726666667,0.475734921,0.419428571,0.476333333
-0.5cd8-2.0cd4-2.5cd11b_gr1,0.408533333,0.217333333,0.267933333,0.369204762,0.735333333,0.479633333,0.417809524,0.476333333
+5.0cd8+1.5cd4+4.5cd11b_gr1,0.4103,0.219333333,0.265166667,0.355219048,0.733333333,0.467307937,0.418,0.476333333
-4.0cd8+5.0cd4-1.0cd11b_gr1,0.452428571,0.353,0.365033478,0.350780952,0.599333333,0.415136508,0.451428571,0.476166667
-2.0cd8+2.5cd4-0.5cd11b_gr1,0.452428571,0.353,0.365033478,0.350780952,0.599333333,0.415136508,0.451428571,0.476166667
+0.5cd8+2.0cd4+2.5cd11b_gr1,0.407533333,0.216666667,0.267133333,0.369147619,0.735666667,0.47962381,0.417380952,0.476166667
+1.0cd8+3.0cd4+3.5cd11b_gr1,0.407533333,0.216666667,0.267133333,0.368814286,0.735666667,0.479290476,0.417047619,0.476166667
+1.0cd8+4.0cd4+5.0cd11b_gr1,0.407533333,0.216666667,0.267133333,0.369147619,0.735666667,0.47962381,0.417380952,0.476166667
+1.5cd8+3.5cd4+4.0cd11b_gr1,0.407533333,0.216666667,0.267133333,0.368814286,0.735666667,0.479290476,0.417047619,0.476166667
+1.5cd8+4.0cd4+4.5cd11b_gr1,0.407533333,0.216666667,0.267133333,0.368814286,0.735666667,0.479290476,0.417047619,0.476166667
-4.0cd8-5.0cd4-6.0cd11b_gr1,0.374,0.183,0.230246032,0.365733333,0.769333333,0.484566667,0.408238095,0.476166667
-2.5cd8-3.0cd4-3.5cd11b_gr1,0.374,0.183,0.230246032,0.365733333,0.769333333,0.484566667,0.408238095,0.476166667
-2.0cd8-2.5cd4-3.0cd11b_gr1,0.374,0.183,0.230246032,0.365733333,0.769333333,0.484566667,0.408238095,0.476166667
+0.5cd8+3.0cd4+3.5cd11b_gr1,0.407866667,0.225333333,0.273142857,0.367947619,0.727,0.475725397,0.419,0.476166667
+0.5cd8+3.5cd4+4.0cd11b_gr1,0.407866667,0.225333333,0.273142857,0.367947619,0.727,0.475725397,0.419,0.476166667
+4.5cd8+1.5cd4+5.5cd11b_gr1,0.3914,0.217333333,0.25952381,0.353628571,0.735,0.4656,0.417333333,0.476166667
+5.0cd8+4.5cd4+5.0cd11b_gr1,0.3531,0.152333333,0.200180952,0.359295238,0.8,0.488253968,0.401428571,0.476166667
+5.5cd8+5.0cd4+5.5cd11b_gr1,0.3531,0.152333333,0.200180952,0.359295238,0.8,0.488253968,0.401428571,0.476166667
+1.5cd8-2.0cd4+0.5cd11b_gr1,0.464509524,0.311166667,0.338392641,0.342652381,0.641,0.42547619,0.441142857,0.476083333
+3.0cd8-4.0cd4+0.5cd11b_gr1,0.455747619,0.4745,0.449428283,0.363804762,0.477666667,0.376220635,0.476619048,0.476083333
+3.0cd8-4.0cd4+1.0cd11b_gr1,0.464509524,0.311166667,0.338392641,0.342652381,0.641,0.42547619,0.441142857,0.476083333
+4.5cd8-6.0cd4+1.5cd11b_gr1,0.464509524,0.311166667,0.338392641,0.342652381,0.641,0.42547619,0.441142857,0.476083333
-3.5cd8-1.0cd4-6.0cd11b_gr1,0.381866667,0.216166667,0.256650794,0.353542857,0.736,0.465642857,0.416952381,0.476083333
-2.0cd8-0.5cd4-4.0cd11b_gr1,0.381866667,0.216166667,0.256650794,0.353542857,0.736,0.465642857,0.416952381,0.476083333
-2.0cd8-0.5cd4-3.5cd11b_gr1,0.381866667,0.216166667,0.256650794,0.353542857,0.736,0.465642857,0.416952381,0.476083333
-4.5cd8+2.5cd4-6.0cd11b_gr1,0.528761905,0.496833333,0.479728716,0.33862381,0.455,0.353890476,0.481904762,0.475916667
+4.0cd8-2.5cd4-1.5cd11b_gr1,0.581452381,0.5865,0.538404473,0.2469,0.365333333,0.275796825,0.502666667,0.475916667
-6.0cd8-2.5cd4-4.0cd11b_gr1,0.364333333,0.1835,0.224419048,0.348938095,0.768333333,0.471433333,0.410047619,0.475916667
-3.5cd8-0.5cd4-4.0cd11b_gr1,0.3595,0.195166667,0.234398413,0.352395238,0.756666667,0.470225397,0.411857143,0.475916667
-3.0cd8+5.0cd4+4.0cd11b_gr1,0.3243,0.140666667,0.18497619,0.367390476,0.811,0.497161905,0.398809524,0.475833333
-1.5cd8+2.5cd4+2.0cd11b_gr1,0.3243,0.140666667,0.18497619,0.367390476,0.811,0.497161905,0.398809524,0.475833333
+0.5cd8-4.0cd4-5.0cd11b_gr1,0.424233333,0.227666667,0.277909524,0.364090476,0.724,0.473077778,0.419571429,0.475833333
+1.0cd8+3.5cd4+4.0cd11b_gr1,0.4072,0.216666667,0.267,0.368480952,0.735,0.478814286,0.416714286,0.475833333
+1.5cd8+4.5cd4+5.0cd11b_gr1,0.4072,0.216666667,0.267,0.368480952,0.735,0.478814286,0.416714286,0.475833333
+1.5cd8+5.0cd4+5.5cd11b_gr1,0.4072,0.216666667,0.267,0.368480952,0.735,0.478814286,0.416714286,0.475833333
+2.5cd8-3.5cd4-3.5cd11b_gr1,0.3937,0.208,0.250874603,0.35682381,0.743666667,0.470296825,0.413761905,0.475833333
+3.5cd8-5.0cd4-5.0cd11b_gr1,0.3937,0.208,0.250874603,0.35682381,0.743666667,0.470296825,0.413761905,0.475833333
+3.5cd8+1.0cd4+4.5cd11b_gr1,0.388066667,0.213333333,0.255771429,0.354928571,0.738333333,0.467444444,0.416285714,0.475833333
+4.0cd8-5.5cd4-5.5cd11b_gr1,0.3937,0.208,0.250874603,0.35682381,0.743666667,0.470296825,0.413761905,0.475833333
-5.5cd8-2.0cd4-3.5cd11b_gr1,0.362333333,0.185333333,0.225447619,0.348795238,0.766333333,0.470912698,0.410380952,0.475833333
-2.0cd8+4.0cd4+5.0cd11b_gr1,0.421433333,0.224666667,0.273412698,0.35772381,0.727,0.469028571,0.41947619,0.475833333
-1.0cd8+2.0cd4+2.5cd11b_gr1,0.421433333,0.224666667,0.273412698,0.35772381,0.727,0.469028571,0.41947619,0.475833333
+2.0cd8+0.5cd4+3.5cd11b_gr1,0.382533333,0.216666667,0.257222222,0.353142857,0.735,0.465071429,0.416952381,0.475833333
+2.0cd8+0.5cd4+4.0cd11b_gr1,0.382533333,0.216666667,0.257222222,0.353142857,0.735,0.465071429,0.416952381,0.475833333
+2.5cd8+4.0cd4+5.0cd11b_gr1,0.376033333,0.182666667,0.230847619,0.365595238,0.769,0.484852381,0.408761905,0.475833333
+4.5cd8+1.5cd4+4.0cd11b_gr1,0.3679,0.176666667,0.220852381,0.356490476,0.775,0.479039683,0.407095238,0.475833333
-4.5cd8-1.5cd4-4.0cd11b_gr1,0.3654,0.174666667,0.218685714,0.356214286,0.776666667,0.479239683,0.406428571,0.475666667
-3.5cd8-5.0cd4-6.0cd11b_gr1,0.3742,0.183,0.230547619,0.366433333,0.768333333,0.485042857,0.408190476,0.475666667
-3.5cd8-5.0cd4-5.5cd11b_gr1,0.3742,0.183,0.230547619,0.366433333,0.768333333,0.485042857,0.408190476,0.475666667
-3.5cd8-4.5cd4-5.0cd11b_gr1,0.3742,0.183,0.230547619,0.366433333,0.768333333,0.485042857,0.408190476,0.475666667
-3.0cd8-4.5cd4-5.5cd11b_gr1,0.3742,0.183,0.230547619,0.366433333,0.768333333,0.485042857,0.408190476,0.475666667
-3.0cd8-4.0cd4-4.5cd11b_gr1,0.3742,0.183,0.230547619,0.366433333,0.768333333,0.485042857,0.408190476,0.475666667
-2.5cd8-3.5cd4-4.0cd11b_gr1,0.3742,0.183,0.230547619,0.366433333,0.768333333,0.485042857,0.408190476,0.475666667
-2.0cd8-3.0cd4-3.5cd11b_gr1,0.3742,0.183,0.230547619,0.366433333,0.768333333,0.485042857,0.408190476,0.475666667
-1.5cd8+5.0cd4+5.5cd11b_gr1,0.399933333,0.197,0.247738095,0.361004762,0.754333333,0.479171429,0.412666667,0.475666667
+1.0cd8-0.5cd4+1.0cd11b_gr1,0.526361905,0.506,0.484149351,0.340690476,0.445333333,0.350396825,0.484761905,0.475666667
+2.0cd8-1.0cd4+2.0cd11b_gr1,0.526361905,0.506,0.484149351,0.340690476,0.445333333,0.350396825,0.484761905,0.475666667
+3.0cd8-1.5cd4+3.0cd11b_gr1,0.526361905,0.506,0.484149351,0.340690476,0.445333333,0.350396825,0.484761905,0.475666667
+4.0cd8-2.0cd4+4.0cd11b_gr1,0.526361905,0.506,0.484149351,0.340690476,0.445333333,0.350396825,0.484761905,0.475666667
+5.0cd8-2.5cd4+5.0cd11b_gr1,0.526361905,0.506,0.484149351,0.340690476,0.445333333,0.350396825,0.484761905,0.475666667
-3.5cd8-1.0cd4-4.5cd11b_gr1,0.387066667,0.212833333,0.255104762,0.354828571,0.738333333,0.467349206,0.415952381,0.475583333
+1.5cd8+5.0cd4+3.5cd11b_gr1,0.364633333,0.1385,0.190357143,0.36332381,0.812666667,0.495877778,0.400190476,0.475583333
-3.5cd8-1.0cd4-5.5cd11b_gr1,0.381066667,0.215166667,0.255761905,0.353542857,0.736,0.465642857,0.416380952,0.475583333
-2.0cd8+3.5cd4-2.5cd11b_gr1,0.514038095,0.6065,0.537867532,0.290042857,0.344333333,0.283625397,0.508714286,0.475416667
+2.5cd8-4.0cd4-5.0cd11b_gr1,0.4126,0.225,0.271474603,0.358390476,0.725666667,0.46812381,0.418,0.475333333
-1.0cd8-5.0cd4-5.5cd11b_gr1,0.408866667,0.226,0.273942857,0.367004762,0.724666667,0.474401587,0.418428571,0.475333333
-1.0cd8-4.5cd4-5.0cd11b_gr1,0.408866667,0.226,0.273942857,0.367004762,0.724666667,0.474401587,0.418428571,0.475333333
+3.5cd8+1.0cd4+5.5cd11b_gr1,0.381733333,0.215666667,0.256333333,0.353142857,0.735,0.465071429,0.416380952,0.475333333
-3.0cd8-1.0cd4-3.5cd11b_gr1,0.386266667,0.210333333,0.252746032,0.354595238,0.74,0.467739683,0.415238095,0.475166667
-4.0cd8+5.5cd4-1.0cd11b_gr1,0.464228571,0.357,0.373474747,0.354557143,0.593333333,0.416879365,0.450428571,0.475166667
+1.0cd8+4.5cd4+5.0cd11b_gr1,0.407866667,0.225333333,0.273142857,0.366947619,0.725,0.474392063,0.418,0.475166667
+1.0cd8+5.0cd4+5.5cd11b_gr1,0.407866667,0.225333333,0.273142857,0.366947619,0.725,0.474392063,0.418,0.475166667
-3.5cd8-2.5cd4-4.5cd11b_gr1,0.384166667,0.179166667,0.227749206,0.359857143,0.771,0.481322222,0.407904762,0.475083333
-3.5cd8+4.5cd4-0.5cd11b_gr1,0.513642857,0.5505,0.513493506,0.360433333,0.399666667,0.347531746,0.495714286,0.475083333
-4.0cd8-4.5cd4-6.0cd11b_gr1,0.3847,0.183833333,0.232946032,0.364966667,0.766333333,0.483403175,0.408047619,0.475083333
-3.5cd8-4.0cd4-5.5cd11b_gr1,0.3847,0.183833333,0.232946032,0.364966667,0.766333333,0.483403175,0.408047619,0.475083333
+3.0cd8+1.0cd4+3.5cd11b_gr1,0.386933333,0.210833333,0.25331746,0.354195238,0.739,0.467168254,0.415238095,0.474916667
-5.0cd8-1.5cd4-4.5cd11b_gr1,0.4057,0.215833333,0.261388889,0.35377619,0.734,0.466622222,0.416142857,0.474916667
+2.5cd8-3.0cd4+1.0cd11b_gr1,0.449542857,0.293166667,0.316805339,0.321842857,0.656666667,0.41607619,0.434619048,0.474916667
+5.0cd8-6.0cd4+2.0cd11b_gr1,0.449542857,0.293166667,0.316805339,0.321842857,0.656666667,0.41607619,0.434619048,0.474916667
-4.0cd8-5.5cd4-6.0cd11b_gr1,0.371866667,0.181333333,0.228680952,0.3659,0.768333333,0.484661905,0.407190476,0.474833333
-4.0cd8+5.5cd4+5.5cd11b_gr1,0.392366667,0.206666667,0.24954127,0.355990476,0.743,0.469534921,0.412761905,0.474833333
-3.5cd8+5.0cd4+5.0cd11b_gr1,0.392366667,0.206666667,0.24954127,0.355990476,0.743,0.469534921,0.412761905,0.474833333
-2.5cd8+3.5cd4+3.5cd11b_gr1,0.392366667,0.206666667,0.24954127,0.355990476,0.743,0.469534921,0.412761905,0.474833333
-2.0cd8-6.0cd4-4.0cd11b_gr1,0.371966667,0.142,0.194366667,0.360628571,0.807666667,0.49227619,0.400714286,0.474833333
-1.5cd8-4.5cd4-3.0cd11b_gr1,0.371966667,0.142,0.194366667,0.360628571,0.807666667,0.49227619,0.400714286,0.474833333
-1.0cd8-3.0cd4-2.0cd11b_gr1,0.371966667,0.142,0.194366667,0.360628571,0.807666667,0.49227619,0.400714286,0.474833333
-0.5cd8-1.5cd4-1.0cd11b_gr1,0.371966667,0.142,0.194366667,0.360628571,0.807666667,0.49227619,0.400714286,0.474833333
+0.5cd8-5.5cd4-3.5cd11b_gr1,0.348533333,0.121,0.172261905,0.362771429,0.828666667,0.499360317,0.396047619,0.474833333
+3.0cd8-5.5cd4+2.0cd11b_gr1,0.49907619,0.456333333,0.448695094,0.322247619,0.493333333,0.365150794,0.471333333,0.474833333
+3.0cd8-4.5cd4-5.5cd11b_gr1,0.413266667,0.224,0.270598413,0.358190476,0.725666667,0.467990476,0.417333333,0.474833333
+3.5cd8-6.0cd4+1.5cd11b_gr1,0.465842857,0.306666667,0.336033911,0.342080952,0.643,0.426228571,0.439047619,0.474833333
+3.5cd8+2.5cd4+4.5cd11b_gr1,0.390333333,0.183666667,0.232730159,0.360485714,0.766,0.48021746,0.409095238,0.474833333
-3.5cd8-5.5cd4-6.0cd11b_gr1,0.3737,0.183,0.230333333,0.3653,0.766333333,0.483566667,0.407285714,0.474666667
-3.0cd8-5.0cd4-6.0cd11b_gr1,0.3737,0.183,0.230333333,0.3653,0.766333333,0.483566667,0.407285714,0.474666667
-3.0cd8-5.0cd4-5.5cd11b_gr1,0.3737,0.183,0.230333333,0.3653,0.766333333,0.483566667,0.407285714,0.474666667
-3.0cd8-4.5cd4-5.0cd11b_gr1,0.3737,0.183,0.230333333,0.3653,0.766333333,0.483566667,0.407285714,0.474666667
-3.0cd8+3.0cd4-2.5cd11b_gr1,0.473742857,0.606666667,0.513649206,0.257661905,0.342666667,0.256896825,0.506095238,0.474666667
-2.5cd8-4.0cd4-4.5cd11b_gr1,0.3737,0.183,0.230333333,0.3653,0.766333333,0.483566667,0.407285714,0.474666667
-1.5cd8-2.5cd4-3.0cd11b_gr1,0.3737,0.183,0.230333333,0.3653,0.766333333,0.483566667,0.407285714,0.474666667
+3.5cd8-5.5cd4+1.5cd11b_gr1,0.46837619,0.311333333,0.338621212,0.339252381,0.638,0.422214286,0.439952381,0.474666667
-3.5cd8+3.0cd4-1.5cd11b_gr1,0.4709,0.358,0.360775469,0.288604762,0.591333333,0.374161905,0.448238095,0.474666667
+5.5cd8-5.5cd4-1.0cd11b_gr1,0.551819048,0.562,0.541683694,0.341333333,0.387333333,0.341633333,0.495619048,0.474666667
-2.5cd8+4.0cd4+4.5cd11b_gr1,0.4156,0.2235,0.271074603,0.357390476,0.725666667,0.467711111,0.417619048,0.474583333
-1.5cd8+2.5cd4+3.0cd11b_gr1,0.4156,0.2235,0.271074603,0.357390476,0.725666667,0.467711111,0.417619048,0.474583333
-5.0cd8-1.5cd4-6.0cd11b_gr1,0.3862,0.212833333,0.254733333,0.352995238,0.736,0.465406349,0.415047619,0.474416667
-3.0cd8-2.5cd4-4.0cd11b_gr1,0.388333333,0.181833333,0.231692063,0.360990476,0.767,0.481212698,0.407333333,0.474416667
-1.5cd8+2.0cd4+3.0cd11b_gr1,0.474433333,0.28,0.329501587,0.358504762,0.668666667,0.45344127,0.431095238,0.474333333
-2.5cd8+5.5cd4+2.5cd11b_gr1,0.2892,0.112333333,0.148971429,0.348395238,0.836,0.486692063,0.39252381,0.474166667
-0.5cd8+4.0cd4+5.0cd11b_gr1,0.420566667,0.224333333,0.274442857,0.36282381,0.724,0.472268254,0.417904762,0.474166667
-6.0cd8-2.0cd4-6.0cd11b_gr1,0.4206,0.225,0.272152381,0.355838095,0.723333333,0.465363492,0.418190476,0.474166667
-5.5cd8-2.0cd4-5.5cd11b_gr1,0.4206,0.225,0.272152381,0.355838095,0.723333333,0.465363492,0.418190476,0.474166667
-4.5cd8-1.5cd4-4.5cd11b_gr1,0.4206,0.225,0.272152381,0.355838095,0.723333333,0.465363492,0.418190476,0.474166667
-3.0cd8-1.0cd4-3.0cd11b_gr1,0.4206,0.225,0.272152381,0.355838095,0.723333333,0.465363492,0.418190476,0.474166667
-1.5cd8-0.5cd4-1.5cd11b_gr1,0.4206,0.225,0.272152381,0.355838095,0.723333333,0.465363492,0.418190476,0.474166667
+1.0cd8+2.0cd4+1.5cd11b_gr1,0.382333333,0.175166667,0.225409524,0.36007619,0.773,0.482612698,0.407047619,0.474083333
+2.0cd8+4.0cd4+3.0cd11b_gr1,0.382333333,0.175166667,0.225409524,0.36007619,0.773,0.482612698,0.407047619,0.474083333
-2.5cd8+3.0cd4+4.5cd11b_gr1,0.474766667,0.2805,0.329930159,0.358271429,0.667666667,0.452965079,0.431047619,0.474083333
-5.5cd8+2.0cd4-3.5cd11b_gr1,0.439538095,0.4825,0.448565801,0.344933333,0.465333333,0.361844444,0.478809524,0.473916667
+1.5cd8+0.5cd4+1.5cd11b_gr1,0.421266667,0.2255,0.27272381,0.355438095,0.722333333,0.464792063,0.418190476,0.473916667
+3.0cd8+1.0cd4+3.0cd11b_gr1,0.421266667,0.2255,0.27272381,0.355438095,0.722333333,0.464792063,0.418190476,0.473916667
+3.5cd8-5.5cd4-6.0cd11b_gr1,0.418266667,0.2275,0.274655556,0.35652381,0.720333333,0.465266667,0.417428571,0.473916667
+4.5cd8+1.5cd4+4.5cd11b_gr1,0.421266667,0.2255,0.27272381,0.355438095,0.722333333,0.464792063,0.418190476,0.473916667
+5.5cd8+2.0cd4+5.5cd11b_gr1,0.421266667,0.2255,0.27272381,0.355438095,0.722333333,0.464792063,0.418190476,0.473916667
-5.5cd8-1.5cd4-5.5cd11b_gr1,0.376333333,0.193666667,0.236946032,0.353790476,0.754,0.471766667,0.410238095,0.473833333
-5.0cd8-1.5cd4-5.0cd11b_gr1,0.376333333,0.193666667,0.236946032,0.353790476,0.754,0.471766667,0.410238095,0.473833333
-3.5cd8-1.0cd4-3.5cd11b_gr1,0.376333333,0.193666667,0.236946032,0.353790476,0.754,0.471766667,0.410238095,0.473833333
-1.5cd8-5.0cd4-3.5cd11b_gr1,0.366633333,0.141666667,0.1937,0.362061905,0.806,0.493279365,0.399761905,0.473833333
+1.0cd8-4.5cd4-6.0cd11b_gr1,0.436333333,0.248666667,0.295795238,0.358233333,0.699,0.46125873,0.421619048,0.473833333
-3.0cd8+5.0cd4+0.5cd11b_gr1,0.440661905,0.375333333,0.383911255,0.354028571,0.572333333,0.411104762,0.454333333,0.473833333
+1.0cd8-3.5cd4-0.5cd11b_gr1,0.4467,0.314666667,0.340784127,0.35807619,0.633,0.432604762,0.442047619,0.473833333
+1.5cd8-3.5cd4-4.0cd11b_gr1,0.413433333,0.220666667,0.268469841,0.356180952,0.727,0.467647619,0.416619048,0.473833333
-6.0cd8+5.0cd4-2.5cd11b_gr1,0.470233333,0.358,0.360489755,0.287271429,0.589333333,0.372561905,0.447571429,0.473666667
-0.5cd8+5.0cd4+3.5cd11b_gr1,0.3648,0.135,0.187652381,0.360338095,0.812333333,0.49308254,0.396761905,0.473666667
+2.5cd8+5.5cd4+4.0cd11b_gr1,0.3648,0.142,0.1937,0.3615,0.805333333,0.492093651,0.398142857,0.473666667
+4.5cd8+0.5cd4+5.5cd11b_gr1,0.36,0.197666667,0.235826984,0.348138095,0.749666667,0.465044444,0.41047619,0.473666667
+5.5cd8+2.0cd4+3.5cd11b_gr1,0.359666667,0.183166667,0.223485714,0.347552381,0.764,0.469915873,0.40947619,0.473583333
-2.5cd8+4.0cd4+5.0cd11b_gr1,0.4086,0.221,0.267474603,0.356790476,0.725666667,0.46712381,0.416,0.473333333
+1.0cd8+2.0cd4+2.5cd11b_gr1,0.402033333,0.215,0.264390476,0.366080952,0.731666667,0.476052381,0.415,0.473333333
+2.0cd8+3.5cd4+4.5cd11b_gr1,0.402033333,0.215,0.264390476,0.366080952,0.731666667,0.476052381,0.415,0.473333333
+2.0cd8+4.0cd4+5.0cd11b_gr1,0.402033333,0.215,0.264390476,0.366080952,0.731666667,0.476052381,0.415,0.473333333
-5.5cd8+0.5cd4-2.0cd11b_gr1,0.357166667,0.147,0.188626984,0.339242857,0.799666667,0.471569841,0.398666667,0.473333333
+0.5cd8-5.0cd4-6.0cd11b_gr1,0.407966667,0.205666667,0.257428571,0.36042381,0.741,0.475252381,0.411619048,0.473333333
+0.5cd8-4.5cd4-5.5cd11b_gr1,0.407966667,0.205666667,0.257428571,0.36042381,0.741,0.475252381,0.411619048,0.473333333
-2.5cd8-5.0cd4-6.0cd11b_gr1,0.4047,0.215666667,0.265514286,0.366338095,0.730666667,0.476157143,0.415142857,0.473166667
-2.0cd8-4.5cd4-5.5cd11b_gr1,0.4047,0.215666667,0.265514286,0.366338095,0.730666667,0.476157143,0.415142857,0.473166667
+2.5cd8-3.5cd4+0.5cd11b_gr1,0.453971429,0.361166667,0.372202309,0.351947619,0.585,0.411644444,0.450285714,0.473083333
-2.5cd8+5.5cd4+4.5cd11b_gr1,0.319133333,0.142166667,0.18597619,0.36607619,0.803666667,0.494611111,0.397,0.472916667
-3.0cd8+4.5cd4+5.5cd11b_gr1,0.409266667,0.22,0.266598413,0.356590476,0.725666667,0.466990476,0.415333333,0.472833333
+2.0cd8-2.5cd4+0.5cd11b_gr1,0.442761905,0.349333333,0.359995382,0.348838095,0.596333333,0.41292381,0.448380952,0.472833333
+3.0cd8-6.0cd4+0.5cd11b_gr1,0.488942857,0.295333333,0.33817518,0.339795238,0.650333333,0.433309524,0.436,0.472833333
+4.0cd8-5.0cd4+1.0cd11b_gr1,0.442761905,0.349333333,0.359995382,0.348838095,0.596333333,0.41292381,0.448380952,0.472833333
+0.5cd8+2.0cd4+1.5cd11b_gr1,0.3671,0.145666667,0.1976,0.360566667,0.799666667,0.490266667,0.398285714,0.472666667
+1.0cd8+4.0cd4+3.0cd11b_gr1,0.3671,0.145666667,0.1976,0.360566667,0.799666667,0.490266667,0.398285714,0.472666667
+1.5cd8+5.5cd4+4.0cd11b_gr1,0.3671,0.145666667,0.1976,0.360566667,0.799666667,0.490266667,0.398285714,0.472666667
-0.5cd8-6.0cd4-4.0cd11b_gr1,0.356466667,0.1245,0.176693651,0.359933333,0.820666667,0.495155556,0.395,0.472583333
-3.5cd8+5.0cd4+4.0cd11b_gr1,0.3256,0.1485,0.191274603,0.362042857,0.796333333,0.48918254,0.397380952,0.472416667
+2.5cd8-4.0cd4-5.5cd11b_gr1,0.419933333,0.251166667,0.294401587,0.357014286,0.693666667,0.458638095,0.422761905,0.472416667
+0.5cd8+2.5cd4+3.0cd11b_gr1,0.403666667,0.219,0.267742857,0.364547619,0.725666667,0.473338095,0.414761905,0.472333333
+1.0cd8+4.5cd4+5.5cd11b_gr1,0.403666667,0.219,0.267742857,0.364547619,0.725666667,0.473338095,0.414761905,0.472333333
-2.5cd8-5.5cd4-4.0cd11b_gr1,0.365466667,0.142666667,0.1945,0.360428571,0.801666667,0.490457143,0.39752381,0.472166667
-1.5cd8-5.5cd4-6.0cd11b_gr1,0.404333333,0.219666667,0.268409524,0.363938095,0.724666667,0.472538095,0.41452381,0.472166667
-1.5cd8+3.5cd4+4.0cd11b_gr1,0.409766667,0.217333333,0.265003175,0.354914286,0.727,0.466838095,0.414952381,0.472166667
-1.0cd8-4.0cd4-4.5cd11b_gr1,0.404333333,0.219666667,0.268409524,0.363938095,0.724666667,0.472538095,0.41452381,0.472166667
-0.5cd8-4.0cd4-4.5cd11b_gr1,0.4004,0.217666667,0.26567619,0.363904762,0.726666667,0.473369841,0.414285714,0.472166667
+2.0cd8-3.0cd4-3.5cd11b_gr1,0.411933333,0.224,0.270179365,0.35572381,0.720333333,0.464546032,0.415142857,0.472166667
+3.0cd8-4.5cd4-5.0cd11b_gr1,0.411933333,0.224,0.270179365,0.35572381,0.720333333,0.464546032,0.415142857,0.472166667
+3.0cd8+0.5cd4+1.5cd11b_gr1,0.369333333,0.143,0.193284127,0.351214286,0.801333333,0.48227619,0.396095238,0.472166667
+3.5cd8-5.0cd4-4.0cd11b_gr1,0.326766667,0.15,0.192631746,0.3619,0.794333333,0.488573016,0.397857143,0.472166667
-3.5cd8+4.0cd4-1.0cd11b_gr1,0.438395238,0.350166667,0.356120779,0.338238095,0.594,0.404144444,0.447047619,0.472083333
-3.5cd8+5.5cd4-1.0cd11b_gr1,0.464295238,0.352833333,0.371854113,0.351566667,0.591333333,0.415373016,0.445761905,0.472083333
-3.0cd8+5.5cd4-0.5cd11b_gr1,0.453252381,0.2835,0.318945599,0.339995238,0.660333333,0.434126984,0.431904762,0.471916667
+0.5cd8-5.0cd4-3.5cd11b_gr1,0.3628,0.1345,0.186985714,0.3595,0.809333333,0.491850794,0.395809524,0.471916667
+0.5cd8-4.5cd4-3.0cd11b_gr1,0.3628,0.1345,0.186985714,0.3595,0.809333333,0.491850794,0.395809524,0.471916667
-3.5cd8+5.0cd4-1.0cd11b_gr1,0.466895238,0.36,0.376692208,0.348857143,0.583333333,0.410942857,0.447857143,0.471666667
-2.0cd8-5.0cd4-5.5cd11b_gr1,0.3772,0.186,0.234495238,0.364119048,0.757333333,0.480766667,0.405904762,0.471666667
-0.5cd8+4.5cd4+5.5cd11b_gr1,0.4043,0.202333333,0.253961905,0.359157143,0.741,0.474442857,0.409952381,0.471666667
+4.5cd8-4.0cd4+1.0cd11b_gr1,0.504314286,0.560833333,0.516026696,0.33672381,0.382333333,0.326434921,0.495333333,0.471583333
-2.0cd8+2.5cd4+3.5cd11b_gr1,0.473233333,0.2805,0.32928254,0.355071429,0.662666667,0.449222222,0.429,0.471583333
+5.0cd8-5.0cd4+1.5cd11b_gr1,0.441371429,0.407166667,0.392518182,0.330471429,0.535666667,0.375303175,0.457761905,0.471416667
+0.5cd8-3.5cd4-4.0cd11b_gr1,0.407266667,0.205833333,0.25747619,0.35872381,0.737,0.472847619,0.409952381,0.471416667
+0.5cd8-3.0cd4-3.5cd11b_gr1,0.407266667,0.205833333,0.25747619,0.35872381,0.737,0.472847619,0.409952381,0.471416667
-2.5cd8-5.5cd4-6.0cd11b_gr1,0.377033333,0.186,0.2344,0.363452381,0.756666667,0.4801,0.405571429,0.471333333
-2.0cd8-4.5cd4-5.0cd11b_gr1,0.377033333,0.186,0.2344,0.363452381,0.756666667,0.4801,0.405571429,0.471333333
-2.5cd8+4.5cd4-0.5cd11b_gr1,0.459109524,0.284,0.323103752,0.341595238,0.658333333,0.435439683,0.431761905,0.471166667
-1.0cd8-5.5cd4-6.0cd11b_gr1,0.4004,0.217666667,0.26567619,0.362904762,0.724666667,0.472036508,0.413285714,0.471166667
-6.0cd8+5.0cd4-2.0cd11b_gr1,0.449557143,0.376166667,0.369100289,0.308042857,0.566,0.374085714,0.450333333,0.471083333
